URL,Date,Id,Company,new_url,green
"http://wayback.archive.org/web/20130409201329/http://2kvegas.com
",2013-04-09,1,2kvegas.com,http://web.archive.org/web/20130409201329/http://2kvegas.com/,2.93
"http://wayback.archive.org/web/20130608072246/http://2kvegas.com:80/
",2013-06-08,1,2kvegas.com,http://web.archive.org/web/20130608072246/http://2kvegas.com/,2.93
"http://wayback.archive.org/web/20130718161017/http://2kvegas.com:80/
",2013-07-18,1,2kvegas.com,http://web.archive.org/web/20130718161017/http://2kvegas.com/,2.93
"http://wayback.archive.org/web/20140227054230/http://www.2kvegas.com/
",2014-02-27,1,2kvegas.com,http://web.archive.org/web/20140227054230/http://www.2kvegas.com/,0.74
"http://wayback.archive.org/web/20140326100958/http://www.2kvegas.com/
",2014-03-26,1,2kvegas.com,http://web.archive.org/web/20140326100958/http://www.2kvegas.com/,0.74
"http://wayback.archive.org/web/20140517002643/http://2kvegas.com/
",2014-05-17,1,2kvegas.com,http://web.archive.org/web/20140517002643/http://2kvegas.com/,0.74
"http://wayback.archive.org/web/20140703093346/http://www.2kvegas.com/
",2014-07-03,1,2kvegas.com,http://web.archive.org/web/20140703093346/http://www.2kvegas.com/,0.74
"http://wayback.archive.org/web/20140930131038/http://www.2kvegas.com:80/
",2014-09-30,1,2kvegas.com,http://web.archive.org/web/20140930131038/http://www.2kvegas.com/,0.74
"http://wayback.archive.org/web/20141031171303/http://www.2kvegas.com:80/
",2014-10-31,1,2kvegas.com,http://web.archive.org/web/20141031171303/http://www.2kvegas.com/,0.74
"http://wayback.archive.org/web/20141205185946/http://www.2kvegas.com:80/
",2014-12-05,1,2kvegas.com,http://web.archive.org/web/20141205185946/http://www.2kvegas.com/,0.75
"http://wayback.archive.org/web/20150106031214/http://www.2kvegas.com:80/
",2015-01-06,1,2kvegas.com,http://web.archive.org/web/20150106031214/http://www.2kvegas.com/,0.74
"http://wayback.archive.org/web/20150219050920/http://www.2kvegas.com:80/
",2015-02-19,1,2kvegas.com,http://web.archive.org/web/20150219050920/http://www.2kvegas.com/,0.75
"http://wayback.archive.org/web/20150317152657/http://www.2kvegas.com/
",2015-03-17,1,2kvegas.com,http://web.archive.org/web/20150317152657/http://www.2kvegas.com/,0.74
"http://wayback.archive.org/web/20150426151747/http://www.2kvegas.com:80/
",2015-04-26,1,2kvegas.com,http://web.archive.org/web/20150426151747/http://www.2kvegas.com/,0.75
"http://wayback.archive.org/web/20150801041334/http://2kvegas.com/
",2015-08-01,1,2kvegas.com,http://web.archive.org/web/20150801041334/http://2kvegas.com/,0.75
"http://wayback.archive.org/web/20150905194127/http://www.2kvegas.com/
",2015-09-05,1,2kvegas.com,http://web.archive.org/web/20150905194127/http://www.2kvegas.com/,0.74
"http://wayback.archive.org/web/20160109223452/http://2kvegas.com/
",2016-01-09,1,2kvegas.com,http://web.archive.org/web/20160109223452/http://2kvegas.com/,0.74
"http://wayback.archive.org/web/20160307234449/http://www.2kvegas.com/
",2016-03-07,1,2kvegas.com,http://web.archive.org/web/20160307234449/http://www.2kvegas.com/,0.75
"http://wayback.archive.org/web/20160429181145/http://2kvegas.com/
",2016-04-29,1,2kvegas.com,http://web.archive.org/web/20160429181145/http://2kvegas.com/,0.75
"http://wayback.archive.org/web/20161003095046/http://2kvegas.com/
",2016-10-03,1,2kvegas.com,http://web.archive.org/web/20161020061111/https://2kvegas.com/,0.03
"http://wayback.archive.org/web/20170203054146/http://www.2kvegas.com:80/
",2017-02-03,1,2kvegas.com,http://web.archive.org/web/20161020061111/https://2kvegas.com/,0.03
"http://wayback.archive.org/web/20170430064028/http://www.2kvegas.com/
",2017-04-30,1,2kvegas.com,http://web.archive.org/web/20170620071856/https://2kvegas.com/,1.2
"http://wayback.archive.org/web/20170606135057/http://www.2kvegas.com/
",2017-06-06,1,2kvegas.com,http://web.archive.org/web/20170620071856/https://2kvegas.com/,0.02
"http://wayback.archive.org/web/20170809084457/https://2kvegas.com/
",2017-08-09,1,2kvegas.com,http://web.archive.org/web/20170809084457/https://2kvegas.com/,1.2
"http://wayback.archive.org/web/20170921183617/http://2kvegas.com/
",2017-09-21,1,2kvegas.com,http://web.archive.org/web/20170922002354/https://2kvegas.com/,1.2
"http://wayback.archive.org/web/20171001092851/http://www.2kvegas.com:80/
",2017-10-01,1,2kvegas.com,http://web.archive.org/web/20170927141432/https://2kvegas.com/,1.2
"http://wayback.archive.org/web/20171104055110/https://2kvegas.com/
",2017-11-04,1,2kvegas.com,http://web.archive.org/web/20171104055110/https://2kvegas.com/,1.2
"http://wayback.archive.org/web/20180330091842/http://2kvegas.com/
",2018-03-30,1,2kvegas.com,http://web.archive.org/web/20180612214220/https://2kvegas.com/,1.2
"http://wayback.archive.org/web/20180404015651/http://2kvegas.com/
",2018-04-04,1,2kvegas.com,http://web.archive.org/web/20180612214220/https://2kvegas.com/,0.25
"http://wayback.archive.org/web/20180612214220/https://2kvegas.com/
",2018-06-12,1,2kvegas.com,http://web.archive.org/web/20180612214220/https://2kvegas.com/,0.01
"http://wayback.archive.org/web/20180806185333/http://2kvegas.com/
",2018-08-06,1,2kvegas.com,http://web.archive.org/web/20180824001440/https://2kvegas.com/,1.2
"http://wayback.archive.org/web/20181022145640/https://www.2kvegas.com/
",2018-10-22,1,2kvegas.com,http://web.archive.org/web/20181122233306/https://2kvegas.com/,1.41
"http://wayback.archive.org/web/20181105205851/http://2kvegas.com/
",2018-11-05,1,2kvegas.com,http://web.archive.org/web/20181122233306/https://2kvegas.com/,0.46
"http://wayback.archive.org/web/20190227021228/https://2kvegas.com/
",2019-02-27,1,2kvegas.com,http://web.archive.org/web/20190227021228/https://2kvegas.com/,0
"http://wayback.archive.org/web/20190424191321/https://2kvegas.com/
",2019-04-24,1,2kvegas.com,http://web.archive.org/web/20190424191321/https://2kvegas.com/,0
"http://wayback.archive.org/web/20190517122810/https://2kvegas.com/
",2019-05-17,1,2kvegas.com,http://web.archive.org/web/20190517122810/https://2kvegas.com/,0
"http://wayback.archive.org/web/20040212044210/http://3ci.info:80/
",2004-02-12,2,3ci.info,http://web.archive.org/web/20040212044210/http://3ci.info/,0.94
"http://wayback.archive.org/web/20121029040805/http://www.3ci.info:80/
",2012-10-29,2,3ci.info,http://web.archive.org/web/20121029040805/http://www.3ci.info/,0
"http://wayback.archive.org/web/20130522190609/http://3ci.info/
",2013-05-22,2,3ci.info,http://web.archive.org/web/20130522190609/http://3ci.info/,0
"http://wayback.archive.org/web/20151211225322/http://3ci.info:80/
",2015-12-11,2,3ci.info,http://web.archive.org/web/20151211225322/http://3ci.info/,0
"http://wayback.archive.org/web/20160110085615/http://3ci.info/
",2016-01-10,2,3ci.info,http://web.archive.org/web/20160110085615/http://3ci.info/,0.27
"http://wayback.archive.org/web/20160301143632/http://3ci.info:80/
",2016-03-01,2,3ci.info,http://web.archive.org/web/20160301143632/http://3ci.info/,0.27
"http://wayback.archive.org/web/20160515060055/http://3ci.info/
",2016-05-15,2,3ci.info,http://web.archive.org/web/20160515060055/http://3ci.info/,0
"http://wayback.archive.org/web/20160811000536/http://3ci.info/
",2016-08-11,2,3ci.info,http://web.archive.org/web/20160811000536/http://3ci.info/,0.28
"http://wayback.archive.org/web/20160913184437/http://3ci.info:80/
",2016-09-13,2,3ci.info,http://web.archive.org/web/20160913184437/http://3ci.info/,
"http://wayback.archive.org/web/20161005032311/http://3ci.info/
",2016-10-05,2,3ci.info,http://web.archive.org/web/20161005032311/http://3ci.info/,0
"http://wayback.archive.org/web/20161116144659/http://3ci.info:80/
",2016-11-16,2,3ci.info,http://web.archive.org/web/20161122225835/http://3ci.info/,0
"http://wayback.archive.org/web/20170123162258/http://3ci.info:80/
",2017-01-23,2,3ci.info,http://web.archive.org/web/20170123162258/http://3ci.info/,0
"http://wayback.archive.org/web/20170217114209/http://3ci.info/
",2017-02-17,2,3ci.info,http://web.archive.org/web/20170217114209/http://3ci.info/,0
"http://wayback.archive.org/web/20170304014532/http://3ci.info/
",2017-03-04,2,3ci.info,http://web.archive.org/web/20170304014532/http://3ci.info/,0
"http://wayback.archive.org/web/20170524193005/http://3ci.info:80/
",2017-05-24,2,3ci.info,http://web.archive.org/web/20170524193005/http://3ci.info/,0
"http://wayback.archive.org/web/20170611005009/http://3ci.info/
",2017-06-11,2,3ci.info,http://web.archive.org/web/20170611005009/http://3ci.info/,0
"http://wayback.archive.org/web/20170729032001/http://3ci.info:80/
",2017-07-29,2,3ci.info,http://web.archive.org/web/20170729032001/http://3ci.info/,0
"http://wayback.archive.org/web/20170826231110/http://3ci.info/
",2017-08-26,2,3ci.info,http://web.archive.org/web/20170826231110/http://3ci.info/,0
"http://wayback.archive.org/web/20170901224653/http://3ci.info:80/
",2017-09-01,2,3ci.info,http://web.archive.org/web/20170826231110/http://3ci.info/,0
"http://wayback.archive.org/web/20171003195229/http://3ci.info:80/
",2017-10-03,2,3ci.info,http://web.archive.org/web/20170922075043/http://3ci.info/,0
"http://wayback.archive.org/web/20171105000554/http://3ci.info:80/
",2017-11-05,2,3ci.info,http://web.archive.org/web/20171204165636/http://3ci.info/,0
"http://wayback.archive.org/web/20171204165636/http://3ci.info/
",2017-12-04,2,3ci.info,http://web.archive.org/web/20171204165636/http://3ci.info/,0
"http://wayback.archive.org/web/20180110151611/http://3ci.info:80/
",2018-01-10,2,3ci.info,http://web.archive.org/web/20171204165636/http://3ci.info/,0
"http://wayback.archive.org/web/20180212131532/http://3ci.info:80/
",2018-02-12,2,3ci.info,http://web.archive.org/web/20180323183536/http://3ci.info/,0
"http://wayback.archive.org/web/20180317083018/http://3ci.info:80/
",2018-03-17,2,3ci.info,http://web.archive.org/web/20180323183536/http://3ci.info/,0
"http://wayback.archive.org/web/20180420161637/http://3ci.info:80/
",2018-04-20,2,3ci.info,http://web.archive.org/web/20180323183536/http://3ci.info/,0
"http://wayback.archive.org/web/20180523024943/http://3ci.info:80/
",2018-05-23,2,3ci.info,http://web.archive.org/web/20180323183536/http://3ci.info/,0
"http://wayback.archive.org/web/20180623213106/http://3ci.info:80/
",2018-06-23,2,3ci.info,http://web.archive.org/web/20180323183536/http://3ci.info/,0
"http://wayback.archive.org/web/20180730171348/http://3ci.info:80/
",2018-07-30,2,3ci.info,http://web.archive.org/web/20181103134441/http://3ci.info/,6.19
"http://wayback.archive.org/web/20181009190325/http://3ci.info:80/
",2018-10-09,2,3ci.info,http://web.archive.org/web/20181103134441/http://3ci.info/,6.19
"http://wayback.archive.org/web/20181103134441/http://3ci.info/
",2018-11-03,2,3ci.info,http://web.archive.org/web/20181103134441/http://3ci.info/,6.19
"http://wayback.archive.org/web/20130626074818/http://www.abc.xyz
",2013-06-26,3,abc.xyz,http://web.archive.org/web/20150810023738/http://www.abc.xyz/,0
"http://wayback.archive.org/web/20150810023738/http://www.abc.xyz:80/
",2015-08-10,3,abc.xyz,http://web.archive.org/web/20150810023738/http://www.abc.xyz/,0
"http://wayback.archive.org/web/20150901081458/https://abc.xyz/
",2015-09-01,3,abc.xyz,http://web.archive.org/web/20150901081458/https://abc.xyz/,2.61
"http://wayback.archive.org/web/20151001045758/http://abc.xyz:80/
",2015-10-01,3,abc.xyz,http://web.archive.org/web/20151001054234/https://abc.xyz/,2.61
"http://wayback.archive.org/web/20151104195221/https://abc.xyz/
",2015-11-04,3,abc.xyz,http://web.archive.org/web/20151104195221/https://abc.xyz/,2.61
"http://wayback.archive.org/web/20151201154357/https://abc.xyz/
",2015-12-01,3,abc.xyz,http://web.archive.org/web/20151201154357/https://abc.xyz/,2.61
"http://wayback.archive.org/web/20160101042351/https://abc.xyz/
",2016-01-01,3,abc.xyz,http://web.archive.org/web/20160101042351/https://abc.xyz/,2.61
"http://wayback.archive.org/web/20160201085255/https://abc.xyz/
",2016-02-01,3,abc.xyz,http://web.archive.org/web/20160201085255/https://abc.xyz/,1.04
"http://wayback.archive.org/web/20160301144754/https://abc.xyz/
",2016-03-01,3,abc.xyz,http://web.archive.org/web/20160301144754/https://abc.xyz/,1.04
"http://wayback.archive.org/web/20160401121859/https://abc.xyz/
",2016-04-01,3,abc.xyz,http://web.archive.org/web/20160401121859/https://abc.xyz/,1.04
"http://wayback.archive.org/web/20160501151532/https://abc.xyz/
",2016-05-01,3,abc.xyz,http://web.archive.org/web/20160501151532/https://abc.xyz/,1.04
"http://wayback.archive.org/web/20160601022009/https://abc.xyz/
",2016-06-01,3,abc.xyz,http://web.archive.org/web/20160601022009/https://abc.xyz/,1.04
"http://wayback.archive.org/web/20160702164011/https://abc.xyz/
",2016-07-02,3,abc.xyz,http://web.archive.org/web/20160702164011/https://abc.xyz/,1.04
"http://wayback.archive.org/web/20160801203838/https://abc.xyz/
",2016-08-01,3,abc.xyz,http://web.archive.org/web/20160801203838/https://abc.xyz/,1.04
"http://wayback.archive.org/web/20160901063219/https://abc.xyz/
",2016-09-01,3,abc.xyz,http://web.archive.org/web/20160901063219/https://abc.xyz/,1.04
"http://wayback.archive.org/web/20161001235148/https://abc.xyz/
",2016-10-01,3,abc.xyz,http://web.archive.org/web/20161001235148/https://abc.xyz/,1.04
"http://wayback.archive.org/web/20161101152542/https://abc.xyz/
",2016-11-01,3,abc.xyz,http://web.archive.org/web/20161101152542/https://abc.xyz/,1.04
"http://wayback.archive.org/web/20161201081829/https://abc.xyz/
",2016-12-01,3,abc.xyz,http://web.archive.org/web/20161201081829/https://abc.xyz/,1.04
"http://wayback.archive.org/web/20170101013159/https://abc.xyz/
",2017-01-01,3,abc.xyz,http://web.archive.org/web/20170101013159/https://abc.xyz/,1.04
"http://wayback.archive.org/web/20170201142956/https://abc.xyz/
",2017-02-01,3,abc.xyz,http://web.archive.org/web/20170201142956/https://abc.xyz/,1.04
"http://wayback.archive.org/web/20170301115340/https://abc.xyz/
",2017-03-01,3,abc.xyz,http://web.archive.org/web/20170301115340/https://abc.xyz/,1.04
"http://wayback.archive.org/web/20170401213552/https://abc.xyz/
",2017-04-01,3,abc.xyz,http://web.archive.org/web/20170401213552/https://abc.xyz/,1.04
"http://wayback.archive.org/web/20170501123332/https://abc.xyz/
",2017-05-01,3,abc.xyz,http://web.archive.org/web/20170501123332/https://abc.xyz/,1.04
"http://wayback.archive.org/web/20170601042828/https://abc.xyz/
",2017-06-01,3,abc.xyz,http://web.archive.org/web/20170601042828/https://abc.xyz/,1.04
"http://wayback.archive.org/web/20170701052039/https://abc.xyz/
",2017-07-01,3,abc.xyz,http://web.archive.org/web/20170701052039/https://abc.xyz/,1.04
