URL,Date,Id,Company,new_url
"http://wayback.archive.org/web/20160303192134/http://www.arctic-cat.com/
",2016-03-03,998,arctic-cat.com,http://web.archive.org/web/20160303174856/http://www.arcticcat.com/
"http://wayback.archive.org/web/20160407145340/http://www.arctic-cat.com:80/
",2016-04-07,998,arctic-cat.com,http://web.archive.org/web/20160403051137/http://www.arcticcat.com/
"http://wayback.archive.org/web/20160512193010/http://www.arctic-cat.com/
",2016-05-12,998,arctic-cat.com,http://web.archive.org/web/20160513202209/http://www.arcticcat.com/
"http://wayback.archive.org/web/20160608015156/http://www.arctic-cat.com:80/
",2016-06-08,998,arctic-cat.com,http://web.archive.org/web/20160611014757/http://www.arcticcat.com/
"http://wayback.archive.org/web/20160719033537/http://www.arctic-cat.com/
",2016-07-19,998,arctic-cat.com,http://web.archive.org/web/20160719053326/http://www.arcticcat.com/
"http://wayback.archive.org/web/20160807201847/http://www.arctic-cat.com:80/
",2016-08-07,998,arctic-cat.com,http://web.archive.org/web/20160809002153/http://www.arcticcat.com/
"http://wayback.archive.org/web/20161001152423/http://arctic-cat.com/
",2016-10-01,998,arctic-cat.com,http://web.archive.org/web/20161005162501/http://www.arcticcat.com/
"http://wayback.archive.org/web/20161213134343/http://www.arctic-cat.com:80/
",2016-12-13,998,arctic-cat.com,http://web.archive.org/web/20161225090229/https://www.arcticcat.com/
"http://wayback.archive.org/web/20170126013621/http://www.arctic-cat.com/
",2017-01-26,998,arctic-cat.com,http://web.archive.org/web/20170126014022/https://www.arcticcat.com/
"http://wayback.archive.org/web/20170201223603/http://www.arctic-cat.com/
",2017-02-01,998,arctic-cat.com,http://web.archive.org/web/20170201223616/https://www.arcticcat.com/
"http://wayback.archive.org/web/20170422001550/http://www.arctic-cat.com:80/
",2017-04-22,998,arctic-cat.com,http://web.archive.org/web/20170603005411/https://www.arcticcat.com/
"http://wayback.archive.org/web/20170521071001/http://arctic-cat.com/
",2017-05-21,998,arctic-cat.com,http://web.archive.org/web/20170603005411/https://www.arcticcat.com/
"http://wayback.archive.org/web/20170618080322/http://www.arctic-cat.com/
",2017-06-18,998,arctic-cat.com,http://web.archive.org/web/20170606162936/https://www.arcticcat.com/
"http://wayback.archive.org/web/20170705003617/http://www.arctic-cat.com/
",2017-07-05,998,arctic-cat.com,http://web.archive.org/web/20170606162936/https://www.arcticcat.com/
"http://wayback.archive.org/web/20170822155519/http://www.arctic-cat.com:80/
",2017-08-22,998,arctic-cat.com,http://web.archive.org/web/20170927205422/https://www.arcticcat.com/
"http://wayback.archive.org/web/20170915005439/http://arctic-cat.com/
",2017-09-15,998,arctic-cat.com,http://web.archive.org/web/20170927205422/https://www.arcticcat.com/
"http://wayback.archive.org/web/20171022032704/http://www.arctic-cat.com/
",2017-10-22,998,arctic-cat.com,http://web.archive.org/web/20170927205422/https://www.arcticcat.com/
"http://wayback.archive.org/web/20171208104926/http://arctic-cat.com:80/
",2017-12-08,998,arctic-cat.com,http://web.archive.org/web/20180103130410/https://www.arcticcat.com/
"http://wayback.archive.org/web/20180222021241/http://www.arctic-cat.com:80/
",2018-02-22,998,arctic-cat.com,http://web.archive.org/web/20180224041206/https://www.arcticcat.com/
"http://wayback.archive.org/web/20180303164425/http://www.arctic-cat.com/
",2018-03-03,998,arctic-cat.com,http://web.archive.org/web/20180303164434/https://www.arcticcat.com/
"http://wayback.archive.org/web/20180424053156/http://www.arctic-cat.com:80/
",2018-04-24,998,arctic-cat.com,http://web.archive.org/web/20180329065200/https://www.arcticcat.com/
"http://wayback.archive.org/web/20180625024651/http://www.arctic-cat.com:80/
",2018-06-25,998,arctic-cat.com,http://web.archive.org/web/20180723004307/https://www.arcticcat.com/
"http://wayback.archive.org/web/20180709180519/http://www.arctic-cat.com/
",2018-07-09,998,arctic-cat.com,http://web.archive.org/web/20180723004307/https://www.arcticcat.com/
"http://wayback.archive.org/web/20180804151637/http://arctic-cat.com/
",2018-08-04,998,arctic-cat.com,http://web.archive.org/web/20180723004307/https://www.arcticcat.com/
"http://wayback.archive.org/web/20180924111234/http://www.arctic-cat.com/
",2018-09-24,998,arctic-cat.com,http://web.archive.org/web/20181109172926/https://www.arcticcat.com/
"http://wayback.archive.org/web/20181025063830/http://www.arctic-cat.com:80/
",2018-10-25,998,arctic-cat.com,http://web.archive.org/web/20181109172926/https://www.arcticcat.com/
